id|country|searchterm|job_title|company|job_location|time|applicants|workplace|working_time|job_level|company_size|industry|job_details|job_url|timestamp
11|Austria|Fullstack Developer|Fullstack Developer (m/w/d)|Otti und Partner - Ihr Personal Management|Vienna, Vienna, Austria|4 days ago|1 applicant|On-site|Full-time|Entry level|11-50 employees|Staffing and Recruiting|"
          Sie wollten schon immer am perfekten Onlineauftritt mitwirken? Sie interessieren sich für Content Management und Publishing Lösungen? Internationale Teams und agile Methoden sprechen Sie an? Das bietet unser Kunde! Dieses Unternehmen steht für zukunftsorientiertes Denken und Produkte mit Handschlagqualität! Gesucht wird ein Fullstack Developer für Webprojekte m/w/d.

Aufgabenbereich
Selbstständige Entwicklung von Webprojekten für namhafte KundenAnalyse, Design, Implementierung, Tests, InbetriebnahmeKundensupport hinsichtlich technischer FragenKontinuierliche Betreuung und Weiterentwicklung von Webprojekten
Gewünschte Qualifikationen
Abgeschlossene Technische Ausbildung (HTL, FH, Universität)Erfahrung in der Umsetzung von WebprojektenSehr gute Kenntnisse in PHP oder Java bzw. Basic Kenntnisse in der jeweiligen anderen SpracheKenntnisse in HTML, CSS und JavaScriptErfahrung im Umgang mit Frameworks im Java-, PHP- oder JS-Bereich von Vorteil (z.B. Vert.x, Laravel, Angular)Gute Deutsch- und Englischkenntnisse in Wort und SchriftSelbstständig. Sorgfältig, qualitäts- und verantwortungsbewusstTeamfähig und kommunikativ
Job Perspektive
Viel Platz für eigene Gestaltung im Arbeitsumfeld, um eigene Ideen umzusetzen, wertschätzender Umgang miteinander; internationales Team,Weiterbildungsmöglichkeiten, Verwendung neueste Technologien wie Google AMP, Single Page Applikationen, progressive Webapps, GrphQL, Ausgezeichnete öffentliche Anbindung und Infrastruktur, Flexible Arbeitszeiten, Unterschiedlichste Teamevents
Aufgabenbereich
Selbstständige Entwicklung von Webprojekten für namhafte KundenAnalyse, Design, Implementierung, Tests, InbetriebnahmeKundensupport hinsichtlich technischer FragenKontinuierliche Betreuung und Weiterentwicklung von Webprojekten
    "|https://www.linkedin.com/jobs/view/3180318666|2022-07-25 16:44:40.696029
12|Austria|Fullstack Developer|Full Stack Engineer|Carintech GmbH|Klagenfurt, Carinthia, Austria|36 minutes ago| |Hybrid|Part-time|Entry level|1-10 employees|Staffing and Recruiting|"
          Als Teil eines jungen und dynamischen Teams, in einem aufstrebenden Unternehmen, hast Du die Möglichkeit, von Anfang an beim Aufbau einer neuen Abteilung mitzuwirken. Als Fullstack Developer entwickelst Du für und mit unseren Kunden modernste APis (z.B. auf Basis von Java Spring oder Next.js), sowie ansprechende Frontend Oberflächen (z.B. React, Angular). Desweiteren hast Du die Möglichkeit, dein Cloud und DevOps Know-how auszuweiten und den Aufbau/die Instandhaltung der Cloud Infrastruktur und den Softwarebetrieb unserer Kunden zu betreuen.
    "|https://www.linkedin.com/jobs/view/3185937248|2022-07-25 16:44:52.599085
13|Austria|Fullstack Developer|Senior Fullstack Developer (w/m/d)|ReQuest GmbH|Vienna, Vienna, Austria|5 days ago| |On-site|Full-time|Associate|1-10 employees|Human Resources Services|"
          Du planst für deinen nächsten Karriereschritt nicht nur einen Aufstieg, sondern auch einen Boost deiner Kompetenzen? Du hast neben deiner Begeisterung für moderne Technologien einen hohen Anspruch an Servicequalität? Dann bist du bei diesem jungen und erfolgreichen Aufsteiger aus Nordeuropa genau richtig!

Deine Aufgaben im Team
Entwicklung und Implementierung von integrierten und kundenspezifischen Lösungenselbstständiges Lösungsdesign aus einem abwechslungsreichen TechnologiestackMitarbeit an MVP's, sowie laufenden (Transformations-)Projekten
Unsere Erwartungen an Dich
Hohe technologische Begeisterung, Skills und Engagementmehrjährige Berufserfahrung im agilen und modernen Software-Entwicklungs (Java) UmfeldHochschulabschluss im technischen Bereich - Informatik oder vergleichbarTeamgeist und selbstständige Arbeitsweise
Deine Benefits
Bonusausschüttung in Form eines Gewinn- oder PrämienanteilsJobticketgroßzügiges Weiterbildungsbudgetaktive oder passive Konferenz- und MeetUp Teilnahme (als Gast oder Speaker)
    "|https://www.linkedin.com/jobs/view/3178872396|2022-07-25 16:45:17.554476
14|Austria|Fullstack Developer|Fullstack Developer (m/f/d)|Iventa. The Human Management Group|Vienna, Vienna, Austria|2 months ago|8 applicants| |Full-time|Entry level|51-200 employees|Human Resources Services|"
          You are always up to date and want to further develop your knowledge? You attach great importance to a good working environment and have a passion for IT? Then YOU are the perfect MATCH for our partner, a startup company with clear focus on innovation and technology.

Start your new job with Iventa IT-Recruiting and discover new professional outlets!

#iventaitrecruiting #thecodetoyoursuccess

 Fullstack Developer (m/f/d)   #PHP #DEVELOPER #SCRUM #AGILE 

DAILY BUSINESS – Various tasks? Yes!
Support people to growInteraction with client's users and owning feature developmentWork on various exciting missionsLearning through special tasks and market experimentsPlanning the workload together with the team

HARD FACTS – Future oriented? Yes!
At least 3 years of relevant experience and worked with PHP for around 1-2 yearsA solid technical education OR a strong self-learning mindsetExperience in working with SCRUMEager to share your know-how and become a mentor for your colleagues

BENEFITS & GOODIES – Every day's the same? No!
High flexibility regarding home office and working hoursPet friendly - bring your best friend to the officeTeamtrips as well as team eventsSports programs (eversports)Dedicated education timeFlat hierarchy and great company cultureWell structured onboarding process with mentor program

In addition to benefits and goodies, you can expect a salary from EUR 55,000.- gross per year. In case of special qualification and experience an overpayment is possible.

We are looking forward to receiving your resume via www.apply.iventa.eu,

quoting the ref. no. 59447/LIN.

Anna-Katharina Reisinger, Ph.: +43 (1) 523 49 44-294

Apply here
    "|https://www.linkedin.com/jobs/view/3041917124|2022-07-25 16:45:36.730334
15|Austria|Fullstack Developer|Fullstack Golang Developer • Enter the Blockchain Industry • Up to circa. €130k / £120k|Blockchain 121|European Union|2 days ago|17 applicants|Remote|Full-time|Mid-Senior level|1-10 employees|Human Resources Services|"
          Fullstack Golang Developer • Enter the Blockchain Industry
Salary: €100k-€135k / £90k-£120kContract: Full-Time and available as B2B/contractorLocation: Remote within Europe

I have an exciting role with a global team of industry leading experts focused on creating the future of blockchain mining. Their mission is to be the world’s largest, vertically integrated blockchain service provider.

About the Role
They are looking for an ambitious Golang Fullstack Developer who possesses a strong understanding of how best to leverage and exploit the language’s unique paradigms, idioms and syntax.
Your primary focus will be on developing Go applications that are scalable (think a terabyte of data every 10 minutes, 24/7), maintainable, well-documented and has a reasonable test coverage. You will coordinate with the rest of the team working on different layers of the infrastructure. A commitment to collaborative problem solving, sophisticated design, and quality product is essential.

Responsibilities
Writing scalable, robust, testable, efficient, and easily maintainable codeWrite scalable applications that process terabytes of data 24/7Translating software requirements into stable, working, high performance softwarePlaying a key role in architectural and design decisions, building toward an efficient micro services distributed architecture

Skills
Fluent in English.Excellent communication skills - both written, and oral.3+ years of experience with the Go language (and a strong knowledge of Go idioms and libraries).Experience designing and developing gRPC and RESTful APIs.Knowledge of common Goroutine and channel patternsFrontend experience is a plus: React, CSS, Next.jsExposure to DevOps is desirable: Docker, Kubernetes, AWS, CI/CD pipelinesAbility to implement high performance high available enterprise applications


The development is agile and fast paced. As requirements evolve, the candidate will work on both internal tools and open source technology. You will be encouraged to prototype and experiment with new technologies, and by doing so, shape the architecture going forward. In this role the candidate will be involved in a broad range of tasks, be part of a committed international team and have a unique opportunity to and learn about crypto mining and transaction processing on an enterprise level blockchain.
If this opportunity sounds of interest to you or a colleague, please do get in touch to discuss further details.
    "|https://www.linkedin.com/jobs/view/3180504855|2022-07-25 16:45:47.865310
16|Austria|Fullstack Developer|Full Stack Engineer|Transition Partners|European Union|4 hours ago| |Remote|Full-time|Entry level|11-50 employees|Staffing and Recruiting|"
          There are so many opportunities in the market at the moment, so let me take a moment to explain why this opportunity is the one to pay attention to!

We are currently working with a large Berlin based HealthTech company who are on the lookout for a Fullstack Developer to join them whilst they expand their existing tech team! You will have a vast opportunity for your own growth and development within the company as they really take pride in their business being a place where employees can establish long lasting careers whilst working on cool projects!

They are a technology-driven digital health company who have helped more than 100 million people achieve their health goals using their latest technology. With the ability to work Fully Remotely, anywhere within -/+2 hours from the CET Timezone, this is an excellent opportunity to join an expanding technology-first company to drive your career forward!

What will I do?
· Write scalable and effective code· Test applications for responsiveness, performance and security· Communicate with team members across the department· Gain in-depth understanding of their core product and inner workings

What do I need?
· 2+ years experience with Golang and React· Bachelors in Computer Science (Beneficial, not necessary)· Problem solving skills· Willingness to learn· Team spirit

What will I get in return?
· A competitive salary of up to €50K· Internal Corporate Health Program· Coaching - Learn from Leaders in every department!· Flexible Work Environment· Remote Working· Employee Discounts

If you think you have what it takes, then we encourage you to apply today to find out more!
Unfortunately, we may struggle to respond to every applicant, Transition Partners get a high response rate on their advertisements and will be in touch if they feel your candidature is suitable for the advertised vacancy.
We will process your CV and personal information to assess your suitability for the role. If we wish to consider you further, we will register your personal information in our database and contact you. We may contact you from time to time about other relevant roles. Your personal information will be securely held.
    "|https://www.linkedin.com/jobs/view/3179841477|2022-07-25 16:46:03.729450
17|Austria|Fullstack Developer|Java Fullstack Developer (f/m/d)|ReQuest GmbH|Vienna, Vienna, Austria|1 day ago| |On-site|Full-time|Entry level|1-10 employees|Human Resources Services|"
          Du willst Teil einer der führenden Agenturen für digitale Nachhaltigkeits- und Geschäftsberichte werden? Es warten internationale Top-Kunden auf dich und ein kreatives Umfeld mit Gestaltungsmöglichkeiten und Raum für deine eigenen Ideen.

Deine Aufgaben im Team
Du baust Prozessteile der Online-First Strategie um und setzt hier dein Know-how ein.Du entwickelst dich zu einem zentralen Mitglied des Entwicklerteams.In einem agilen Umfeld arbeitest du an der fortschreitenden Integration des CMS in bestehende Prozesse und an der Umsetzung neuer Features.
Unsere Erwartungen an Dich
Praktische Erfahrung (3-5 Jahre) in der Softwareentwicklung mit Java und JCR (Java Content Respositories), GitHub und CI/CDGute Kenntnisse in HTLM und CSS/JSErfahrung mit agilen Methoden und SCRUM
Deine Benefits
Ausgezeichnete VerkehrsanbindungViel Raum für eigene Ideen - shape the businessFlexible Zeiteinteilung
    "|https://www.linkedin.com/jobs/view/3185210218|2022-07-25 16:46:40.459307
18|Austria|Fullstack Developer|Fullstack Developer (m/w/x) inkl. e-Auto/Klimaticket Ö|NINJAS.jetzt|Salzburg, Salzburg, Austria|1 day ago|1 applicant|On-site|Full-time|Entry level|51-200 employees|Internet Marketplace Platforms|"
          Hey, wir sind die NINJAS, der lokale Q-Commerce-Marktplatz aus Salzburg. Unser Ziel ist alle Produkte in einer Stadt zu digitalisieren und schnell zu liefern. Von warmen Essen und Lebensmittel bis hin zu Blumen, Medikamente, Kleidung, Elektronik und vieles mehr.

Ab sofort suchen wir einen/e Fullstack Developer (m/w/x) in Vollzeit oder Teilzeit.

Aufgaben
Erweiterung und Optimierung bestehender ApplikationenEntwicklung von Custom Applications und APIsProgrammieren im Webumfeld, technische Wartung der aktuellen Projekte (NINJAS, Control Center, ..)
Unser Stack:

Laravel, VueJs, Symfony, Bootstrap, Tailwind CSS, Sass, GIT, Slack, Bitbucket, PHP Storm, CapacitorJs

Qualifikation
Du bist an neuen Technologien interessiertPHP Kenntnisse und Erfahrung mit Frameworks (Laravel, Symfony)JS Kenntnisse und Erfahrung mit Frameworks (VueJs, Typescript)CSS Kenntnisse und Erfahrung mit Frameworks (Bootstrap, Tailwind, Sass)Erfahrung im Umgang mit Versionskontrolle (GIT)Englisch- oder DeutschkenntnisseInteresse an aktiver Weiterbildung
Benefits
Von uns bekommst du eine passende Hardware: Laptop und SmartphoneEigenes e-Auto (o. Klimaticket Ö) nach erfolgreicher ProbezeitLangfristige Festanstellung in einem jungen wachsenden TeamInteressante, abwechslungsreiche ProjekteAngenehmes Betriebsklima in familiäre AtmosphäreWeiterbildung intern und durch TechnologiepartnerAttraktiver Arbeitsort direkt in Salzburg Stadt mit traumhaften Blick auf die Festung Hohensalzburg.
Es erwartet dich ein Gehalt, welches sich aus deiner individuellen Qualifikation und Erfahrung ergibt. Jahresbruttogehalt auf Vollzeitbasis ab € 39.000,- mit der Bereitschaft zur marktkonformen Überzahlung.

Du suchst eine flexible, spannende und herausfordernde Anstellung? Dann sende uns deine Bewerbung mit Lebenslauf, Foto und Motivationsschreiben.

Wir freuen uns darauf, dich kennenzulernen!

Das NINJAS-Team
    "|https://www.linkedin.com/jobs/view/3185896690|2022-07-25 16:46:54.416180
19|Austria|Fullstack Developer|Fullstack Developer (f/m/x) - Full remote in Austria|Pimcore|Austria|3 days ago|39 applicants|Remote|Full-time|Entry level|51-200 employees|Internet Marketplace Platforms|"
          Location: Full Remote in Austria  | Employment: Full time
Pimcore is the world's leading platform for digital data management and digital experiences. Already more than 100,000 companies in 56 countries and over 140 solution partners worldwide rely on the Pimcore platform. In the age of digital transformation, Pimcore is an absolute game-changer when it comes to aggregating, managing, and omnichannel delivery of digital data in any form or volume. Starting from our Mission Control Center in the most beautiful city of all - the Mozart city of Salzburg, Austria - we venture into new data & experience universes every day with on-site but also full remote Pimconauts all over the world.
﻿RESPONSIBILITIES
As Fullstack Developer at Pimcore you will…
develop Pimcore and its Open Source and commercial extensions including backend functionalities and frontends for our different Pimcore Editionsplan, estimate, develop, improve, extend, modernize, review and test in an agile organization - according to your personal interest you will be able to focus on what you are passionate about the mostbe a team player, work closely with the team and get things done togetherbecome an active member of and interact with our open source community
But don't stop there. Develop yourself based on your interest and grow with Pimcore into additional potential areas like
software architecture and solution conceptionbecome a technical leader within a product, module, extension or featuretrain and consult other community and partner developers and customersprovide technical support for customerscloud development, continuous integration, and deliverybecome a development team lead
REQUIREMENTS
Master or Bachelor’s degree in Information Technology, Computer Science or relatedAt least 3 years experience as software developer implementing backend functionalities and frontendsProfound knowledge in software development patterns and best practicesThe ability to work well in a team as well as independently on individual projects and challengesFluent in EnglishA valid work permit for Austria is a prerequisite for this position (Non-EU citizens: please attach the work permit to the application).
YOU CAN INSPIRE US WITH
Working experience with our current technologies (PHP & Symfony Framework, ExtJS, React & Redux, MySQL, Elastic & Redis, Linux, Lamp/Lemp-stacks, Docker & container orchestration, Github)(Cloud) Software Product development experienceAttention to best practices, quality and detail, and a personal drive to deliver great resultsTeam lead experience
YOU CAN LOOK FORWARD TO
having a significant impact on the further development of a globally leading software platform - leave a footprint!a great and unique, crazy team conquering together the MarTech worldmost flexible working hours and up to 100% home office option for every Pimconaut. Work when and where you are most productivededicated personal & professional development budget for fostering your personal growth1 extra vacation day for every year as a Pimconaut - the longer you stay in the Pimcoverse, the more vacation days you getoptions for sabbaticals and workations bonus payments based on company wide goalsdocumentation and daily communication in English - if everyone at a table or call speaks german, of course, we exchange ideas in germana cool office in Salzburg at the Gusswerk area, good public accessibility, and enough parking spaces to easily touch down and hang out at our mothership! 
But there is even more - information about us Pimconauts, our beliefs, attitudes and many other benefits can be found at https://pimcore.com/en/careers
For this position we differentiate Junior, Expert and Senior maturity levels. For a full-time position with “Expert” seniority level we offer a starting salary of EUR 50,400 gross/year with the potential to earn more, depending on your qualifications and experience. 
    "|https://www.linkedin.com/jobs/view/3184125036|2022-07-25 16:47:14.394535
20|Austria|Fullstack Developer|JAVA DEVELOPER (M/W/D) - 80% REMOTE|Ardekay IT Recruitment|Graz, Styria, Austria|3 weeks ago| | |Full-time|Entry level|51-200 employees|Staffing and Recruiting|"
          Beschreibung

Unser Auftraggeber

Unser Kunde am Standort Graz, Wien und nähe Linz ist auf der Suche nach einem Java Developer (m/w/d) zur Verstärkung seines Entwicklerteams in einer unbefristeten Festanstellung. Dein neuer Arbeitgeber ist erfolgreicher Digitalisierungspartner von Konzernen, Groß- und mittelständischen Unternehmen sowie dem öffentlichen Sektor und dem Bildungswesen. Die Geschäftsfelder umfassen Custom-made Business Solutions, Business Analytics und Digital Business Platforms. Bewirb dich jetzt!

Ardekay IT Recruitment - Wir sind auf die Vermittlung von IT-Spezialisten/-innen PHP, .Net Development and System Administration. Wir setzen uns für unsere Fachleute ein. Schnell. Effizient. Zielgerichtet. Ohne ineffizientes Theater. Wir wollen Ergebnisse sehen. Die perfekte Kandidatin oder den perfekten Kandidaten für unsere Auftraggeber finden, das ist immer unser Ziel. Aber wir warten nicht ab. Wir machen uns proaktiv an die Arbeit. Weil uns das im Blut liegt. Und weil das besser funktioniert. Viel besser.

Deine Benefits
 Ein Bruttojahresgehalt von bis zu 75.000€ (Basis Vollzeit) Flexible Arbeitszeiten mit 80% Homeoffice Jährliches Weiterbildungsbudget Flache Hierarchie in einer familiären Atmosphäre Godies: Parkplatz, Essenszuschuss, Zuzahlung zu Versicherungen etc.
Deine Aufgaben
 Neuentwicklung bzw. Weiterentwicklung von JavaEE Softwareprojekten (agiles Umfeld) Entwicklung im Java-Backend genauso wie in der Entwicklung der Oberfläche Wirke an der Qualitätssicherung (Code-Reviews) mit Wartung der Software
Damit Kannst Du Punkten
 Praxis Erfahrung als Java Fullstack Developer Kenntnisse mit Java EE Grundkenntnisse in Datenbank sowie Datenbank Mappern Wissen in mehreren Javascript Frameworks und KAFKA von Vorteil
Bewirb dich direkt!

Wurde dein Interesse geweckt? Dann schicke mir deine Bewerbungsunterlagen an mirco.morschel@ardekay.com. Solltest du noch Fragen haben, erreichst du mich per E-Mail oder unter der Nummer +43 720 815 601.

Nicht ganz dein Fall? Dann melde dich doch gerne bei mir, ich helfe dir deinen Traumjob unter Berücksichtigung deiner individuellen Vorstellungen und Wünsche zu finden. Ich freue mich dich kennenzulerne
    "|https://www.linkedin.com/jobs/view/3141935907|2022-07-25 16:47:28.354514
21|Austria|Fullstack Developer|Java Fullstack Developer (m/w/d)|softwareXperts GmbH|Vienna, Vienna, Austria|1 month ago| |On-site|Full-time|Entry level|11-50 employees|Software Development|"
          Wir, softwareXperts suchen für unsere Kunden aus unterschiedlichen Branchen nach qualifizierten IT-Experteninnen und IT-Experten mit unterschiedlichstem Know-how. Unser Kunde ist im Sektor der Finanzdienstleistungen eines der größten Unternehmen im zentral- und osteuropäischen Raum.

DEINE UPGRADES
Du arbeitest für eine der renommiertesten Brands des Landes, an einem modernen und inspirierenden Arbeitsplatz mit ambitionierten TeamsDu hast Zugang zu modernsten Tech-Tools, um Deine Arbeit so effektiv und angenehm wie möglich zu gestalten
DEINE HARD- UND SOFTWARE
Du entwickelst Individualsoftware für die Erste Asset Management (On-Premises und Cloud)Du nutzt und erweiterst mit dem Team Coding Standards, deckst Testfälle ab und unterstützt den Product Owner beim BacklogDu bist eingebunden in die maßgebliche Mitgestaltung von Architekturvorgaben sowie deren Analyse und UmsetzungDas Team ist eingebunden in die Gestaltung des agilen Softwareentwicklungsprozesses und ... Jetzt bewerben klicken und weiterlesen auf hokify - deine mobile Job-Plattform. Bewirb dich in 3 Minuten für diesen und tausende weitere Jobs auf hokify!

Jetzt auch kostenlose hokify Job App für Jobsuche und Bewerbung am Smartphone downloaden!
    "|https://www.linkedin.com/jobs/view/3143800456|2022-07-25 16:47:40.149555
22|Austria|Fullstack Developer|Software Engineer (w/m/d)|ReQuest GmbH|Vienna, Vienna, Austria|1 week ago|2 applicants|On-site|Full-time|Entry level|1-10 employees|Human Resources Services|"
          Hier findest du nicht einfach nur einen Job, sondern eine Aufgabe mit Sinn – nämlich Kunden beim Sparen zu helfen, mit Tarifvergleichsrechnern und hochwertiger Beratung!

Wenn du ein Software Developer mit Begeisterung für javascript, node.js und/oder react, bist du hier genau richtig! Es erwartet dich ein agiles Entwicklungsteam, das hochwertige Tools mit einfachen digitalen Prozessen und innovativen Features und Design entwickelt.

Deine Aufgaben im Team
Du wirst eine Schlüsselrolle bei der Gestaltung von Projekten und Prozessen spielen und proaktiv Einfluss auf technologische Entscheidungen nehmenGewährleisten hohe Qualitätsstandards durch moderne Technologien, Testautomatisierung, sauberen Code, Code-Reviews und Pair ProgrammingLeisten einen proaktiven Beitrag in einem agilen Team, mit Feedbacks, Coaching und Mentoring
Unsere Erwartungen an Dich
2+ Erfahrung als Frontend / Backend oder Fullstack DeveloperHervorragenden Kenntnissen JavaScript / TypeScript und react (Frontend) oder node.js (Backend)Sehr gutes Verständnis für Softwarearchitektur und gestaltest diese maßgeblich mitSehr gute Deutschkenntnissen (ab Level B2)
Deine Benefits
Flexibel Arbeitszeiten, Home Office Möglichkeit und 30 UrlaubstageFlache Hierarchien, regelmäßige Hackathons und die Arbeit mit modernen TechnologienViele Lernmöglichkeiten in Team und Weiterentwicklung Förderungen
    "|https://www.linkedin.com/jobs/view/3174475394|2022-07-25 16:47:51.075182
23|Austria|Fullstack Developer|Flutter & React Developer|TheVentury|Vienna, Austria|1 week ago|40 applicants|Hybrid|Full-time|Associate|11-50 employees|Business Consulting and Services|"
          Looking for a new job? We are expanding our team and are looking for a Flutter and React Developer to join us.
At TheVentury, we are passionate about innovation, technology and the positive change these can create. We bring brilliant minds together to provide lean & hands-on services in innovation management, data & software engineering and growth marketing to startups and corporates along the whole journey from idea generation to global impact.
Do you want to work with major European brands, as well as incredibly cool startups from around the world? Would you like to support the development of a team working on the bleeding edge of technology?Then join our wonderful team of developers, growth marketers, innovators, nerds and crazies!
What you will be doing:
You will be part of an E.P.I.C. team working on different and exciting projects. We believe that you are capable to decide when and which tasks should be completed.To understand the scope, here are some insights:
interacting with client's users and owning feature development along the entire stacklearning/educating through Merge Reviews/Pair Programming/Agile Ceremonies and market experimentsplanning the workload together with the team (in case of being a lead developer on a project)supporting people to grow
What makes you the right fit:
FAt TheVentury, the main stack we work with on projects is a combination of: 
Frontend: Flutter, ReactBackend: PHP, NodeJSDatabase: mostly mySQL/Maria, but also PostgreSQLDevOps: GitLab CI/CD, Kubernetes (AWS+GC)
Of course we don't expect you to know everything from that list. For the start we would like to find somebody who has solid experience in Flutter & React.
Anything in the above mentioned stack that you can already do is a big plus.
Some other parameters we are looking for:at least 3 years of experience working on multiple projectsmin. 1 year in Flutter, min. 2 years in Reacta strong self-learning hacker mind-set OR solid technical educationexperience in working with agile frameworks such as Scrumeagerness to share your knowledge and become a mentor for others
What we want you to learn:
We know that barely anyone can juggle the entire stack - it is broad after all!
However, education is dear to us! Sharing knowledge and expanding skills is part of getting ready for missions (i.e. projects). So, over time you will be able to tackle different areas and transition into a Fullstack developer. 
Let us know during the interview what parts of the stack you are an expert in and what parts you would like to know more about. We see it as our mission to then empower you in learning the rest.
What you will find at TheVentury:
A team with diverse backgrounds and colourful narrativesAn acceptive, flexible and open working environmentSpace to learn and experimentDedicated Education Time to foster personal growth and expand professional skillsFlexible working hoursPosibility to work from homeA pet friendly officeYearly ticket for Vienna's public transportation
At TheVentury you will be working with a dynamic and diverse team of Marketers, Data & Software Engineers and Innovation Managers. You will be welcomed to bring your ideas to the table and encouraged to voice your opinion.
If you have a “yes – can do” attitude, then you should definitely apply.
Salary: According to the collective agreement, the minimum gross salary can be €45,000 per year. The actual salary may be higher depending on experience and qualification.
    "|https://www.linkedin.com/jobs/view/3170241482|2022-07-25 16:48:07.942300
24|Austria|Fullstack Developer|JAVA/ANGULAR FULLSTACK DEVELOPER - Vienna at springeloo GmbH|join.com|Vienna, Vienna, Austria|1 week ago| |On-site|Contract|Entry level|51-200 employees|Software Development|"
          Bitte nur mit Deutsch Skills bewerben.

Aufgaben

Modernisierung eines Web-Portals einer Pensionskasse

(Angular-basierendes Front-End-Webapplikationsframework) und Austausch veralteter Middleware-Komponenten und Wartung der bereits erfolgten Batch-VerarbeitungImplementierung neuer Anforderungen aus der FachabteilungBetreuung von Deployment und Konfigurationsmanagement

Qualifikation

Backend (80%):

Java EE 8, Spring Framework 5 ( Core, Security, Batch, Integration, MVC)REST with Java (JAX-RS) using Jersey, SwaggerPostgreSQL (JPA auf Basis von Hibernate)Tomcat 9 auf RedHat Linux

Frontend (20%):

SPA-Frameworks (Angular 9, NgRx)HTML 5, CSS 3, TypeScriptjQueryBuild/Test

Tools:

Maven 3Git + BitBucketJenkins, SonarQubeSellenium / HP Lean-FT, Spring Test

Standort: Wien, remote & onSite (mindestens 3 Tage pro Woche)

Start: 12/2021

Ende: 12/2022

Projektsprache: Deutsch (C) und Englisch

Freitag, 5. November 2021
    "|https://www.linkedin.com/jobs/view/3166186753|2022-07-25 16:48:27.808172
25|Austria|Fullstack Developer|Full-Stack Developer (m/w) at dataformers GmbH|join.com|Linz, Upper Austria, Austria|4 days ago|1 applicant|Remote|Full-time|Entry level|51-200 employees|Software Development|"
          Wir sind Österreichs führender Spezialist für die Entwicklung von individueller Software und digitalen Produkten „ab der Idee“. Unsere Kunden sind Leitbetriebe der Industrie, moderne Dienstleister und handverlesene Start-ups: Etwa Rosenbauer, DHL, der Fonds Soziales Wien oder das FinTech-Start-up wikifolio.

Du bist als Fullstack-Developer:in zentral und hautnah in spannende Entwicklungsprojekte eingebunden: Apps, Web-Portale und Cloud Services, IoT und Machine Learning sind aktuelle Beispiele. Dabei arbeitest du in agilen, cross-funktionalen Teams eng mit anderen Developern und Designern sowie dem Kunden direkt zusammen. Du setzt im Backend auf .NET/C# und im Frontend auf Angular – weitere Technologien sind natürlich willkommen!

Gemeinsam sind wir ein interdisziplinäres Team aus rund 55 kreativen Köpfen an mehreren österreichischen Standorten. Wir haben zertifiziertes Know-how als Microsoft Gold Partner, arbeiten mit agilen Methoden wie Scrum oder Design Thinking und lieben es, großartige digitale Lösungen zu entwickeln.

Aufgaben
Individuelle Software-Entwicklung mit .NET, Angular und modernen (Azure-)Cloud-InfrastrukturenZusammenarbeit und Austausch in cross-funktionalen Development TeamsAls Fullstack-Developer:in bist du meist zentrale/r Ansprechpartner:in für die Front- und Backend-Kolleg:innenDirekter Draht zum KundenMitarbeit an jenen Produkten, die einige der spannendsten Unternehmen Österreichs in nächster Zeit auf den Markt bringen werden
Qualifikation
Solide Kenntnisse in zumindest den genannten Technologien – gerne mehr!Interesse, dich mit weiteren (neuen) Technologien vertraut zu machenFreude und Berufserfahrung als Software Developer:inBegeisterungsfähigkeit für innovative digitale LösungenKommunikations- und TeamfähigkeitUmsetzungsstärke, Zielorientierung und QualitätsbewusstseinVon Vorteil: relevante Microsoft-Zertifizierungen
Benefits
Persönlichen GestaltungsspielraumMotivierte, interdisziplinäre Teams und ein tolles ArbeitsumfeldSpannende, abwechslungsreiche Projekte und KundenEntwicklungs- und WeiterbildungsmöglichkeitenUnterstützung durch erfahrene Kolleg:innenAgiles Arbeiten in einer modernen OrganisationEinen Arbeitgeber mit Interesse am Wohl seiner Mitarbeiter:innen Flexible Arbeitszeiten und Homeoffice-Möglichkeiten
Bei entsprechenden Kenntnissen bieten wir ein Mindestgehalt von 3.200€ (Regelstufe/ST1). Dein tatsächliches Gehalt orientiert sich aber an der mitgebrachten Erfahrung/Qualifikation und wird individuell vereinbart.

Alles Weitere erzählen wir dir in einem persönlichen Gespräch. Wir freuen uns auf deine Bewerbung!

Unsere Ausschreibung richtet sich an alle Geschlechter.
    "|https://www.linkedin.com/jobs/view/3180317689|2022-07-25 16:48:41.824305
